N_LINHA,N_CATEGORIA,N_PRODUTO,QTD_ITEM,V_VENDA,V_CUSTO_VENDA,V_PERC_MARGEM_T,CLASSIFICACAO
1,1,1,2.0,26.64,2.3,0.1956,FA
1,1,3,27.0,620.0,2.3,0.9025,DB
1,1,1,50.0,459.0,2.3,0.6528,DB
1,1,1,4008.0,10300.56,260.0,0.4179,EB
1,1,4,386.0,4933.02,60.0,0.5755,BB
1,1,1,312.0,1432.08,2.3,0.5212,DB
1,1,1,240.0,712.8,2.3,0.5149,DB
1,1,1,5000.0,22500.0,1280.0,0.5628,AB
1,1,1,504.0,2268.0,2.3,0.5071,CB
1,1,1,24.0,2281.68,2.3,0.5465,CB
1,1,1,216.0,991.44,2.3,0.5205,DB
1,1,1,108.0,495.72,2.3,0.5182,DB
1,2,2,300.0,1685.64,2.3,0.6231,CB
1,1,1,720.0,3304.8,60.0,0.5047,BB
1,2,8,890.0,9145.22,260.0,0.5623,AB
2,2,4,378.0,3009.4,60.0,0.5766,BB
1,6,18,360.0,2721.24,60.0,0.4471,EB
1,3,10,504.0,5862.48,60.0,0.439,EB
1,2,3,220.0,2097.96,2.3,0.6112,CB
1,1,1,768.0,1528.32,2.3,0.4694,EB
2,3,8,472.0,4352.82,60.0,0.58,BA
1,1,1,804.0,7396.8,260.0,0.6194,AB
1,1,2,300.0,1597.8,2.3,0.5429999999999999,CB
1,1,1,312.0,1544.4,2.3,0.5514,CB
1,4,9,534.0,4099.4,60.0,0.5816,BB
1,4,10,387.0,3943.67,60.0,0.5784,BB
2,4,8,306.0,2617.14,2.3,0.3099,EB
1,1,1,4000.0,1500.24,2.3,0.5219,CB
1,1,1,204.0,1538.16,2.3,0.5031,CB
1,2,2,306.0,2601.0,2.3,0.7542,BB
1,1,1,6852.0,23982.0,1280.0,0.7433,AB
1,1,1,1008.0,2590.56,2.3,0.4422,EB
1,1,1,1200.0,3120.0,60.0,0.4303,EB
1,1,2,864.0,2113.44,2.3,0.4868,EB
1,1,2,1296.0,3129.12,60.0,0.4751,EB
2,2,4,1356.0,3783.6,60.0,0.4916,EB
1,4,6,92.0,1796.72,2.3,0.6961,CB
1,1,1,5000.0,39850.0,1280.0,0.5209,AB
1,1,1,228.0,1673.52,2.3,0.5517,CB
1,1,3,1920.0,15610.8,260.0,0.2507,FB
2,2,4,376.0,3677.36,60.0,0.679,BB
1,2,6,134.0,1938.38,2.3,0.6117,CB
2,6,10,642.0,5963.1,60.0,0.5937,AA
1,4,6,150.0,1073.58,2.3,0.5736,DB
1,1,1,15000.0,4500.0,60.0,0.5535,BB
1,2,4,128.0,2777.28,60.0,0.5954,BB
4,9,28,1104.0,10650.84,260.0,0.6131,AA
5,5,11,33.0,309.23,2.3,0.5946,DA
1,4,7,196.0,1639.48,2.3,0.5946,CB
4,5,12,27.0,291.79,2.3,0.7858,DA
2,2,2,1464.0,6609.36,260.0,0.696,AB
5,10,25,284.0,5517.64,60.0,0.695,AA
1,2,2,636.0,6074.88,60.0,0.5779,AB
1,1,4,3600.0,37999.0,1280.0,0.6281,AB
5,4,8,36.0,309.09,2.3,0.6375,DA
2,4,8,29.0,267.98,2.3,0.6929,DA
4,4,6,35.0,303.95,2.3,0.6876,DA
1,1,2,1632.0,16766.88,260.0,0.5054,AB
3,8,13,52.0,818.27,2.3,0.8197,DA
1,1,1,300.0,3327.0,60.0,0.3498,EB
1,1,2,3504.0,18972.96,260.0,0.5073,AB
2,1,4,136.0,2737.76,60.0,0.6086,BB
1,1,1,504.0,1844.64,2.3,0.5884,CB
1,1,2,250.0,2658.0,2.3,0.6444,BB
1,1,2,700.0,5193.0,60.0,0.5753,AB
2,4,7,391.0,3989.99,60.0,0.5535,BA
3,3,4,9.0,59.42,2.3,0.539,DB
1,1,3,144.0,1713.6,2.3,0.6236,CB
1,7,21,2084.0,13491.2,260.0,0.4,EB
1,1,3,240.0,2856.0,60.0,0.6485,BB
4,5,30,376.0,3121.52,60.0,0.6028,BA
2,2,2,150.0,2184.3,2.3,0.4774,EB
4,7,11,30.0,294.22,2.3,0.7184,DA
1,1,2,5464.0,13660.0,260.0,0.1867,FB
1,1,1,200.0,2380.0,2.3,0.6579,CB
1,1,2,303.0,2875.47,60.0,0.5659,BB
1,1,1,288.0,2113.92,2.3,0.552,CB
1,1,1,7440.0,26040.0,1280.0,0.7532,AB
1,1,1,8.0,779.36,2.3,0.6777,DB
1,3,4,392.0,2594.0,2.3,0.6334,BB
1,1,3,33.0,600.0,2.3,0.8978,DB
2,2,5,592.0,4212.24,60.0,0.5904,BB
1,4,9,138.0,4051.28,60.0,0.5719,BB
1,1,1,1500.0,21960.0,1280.0,0.2767,FB
1,1,1,700.0,4893.0,60.0,0.5564,BB
2,2,5,508.0,4826.56,60.0,0.5591,BB
2,3,10,5960.0,35262.76,1280.0,0.5393,AA
1,1,1,96.0,655.68,2.3,0.5162,DB
1,1,1,216.0,1563.84,2.3,0.5455,CB
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,2,2,160.0,4224.0,60.0,0.6289,BB
1,1,1,600.0,3612.0,60.0,0.4395,EB
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,12.0,262.32,2.3,0.5465,DB
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,204.0,1017.96,2.3,0.4486,EA
1,1,1,28.0,2483.04,2.3,0.6493,CB
1,2,4,182.0,2894.64,60.0,0.6237,BB
1,1,1,480.0,2395.2,2.3,0.4499,EB
2,1,3,264.0,2932.2,60.0,0.4852,EB
1,2,5,79.0,1896.78,2.3,0.6459,CB
1,1,1,1056.0,2006.4,2.3,0.4447,EB
1,1,1,300.0,2391.0,2.3,0.6062,CB
2,4,5,352.0,4436.12,60.0,0.593,BA
1,1,1,36.0,401.61,2.3,0.8908,DB
1,1,1,12.0,262.32,2.3,0.5465,DB
1,1,1,12.0,279.21,2.3,0.9086,DB
1,1,1,276.0,1518.0,2.3,0.6003,CB
1,4,4,342.0,3218.22,60.0,0.6994,BB
1,1,2,480.0,4310.4,60.0,0.32899999999999996,EB
1,1,2,3000.0,1140.0,2.3,0.4869,EA
1,1,1,600.0,3612.0,60.0,0.4395,EB
1,1,1,200.0,1662.0,2.3,0.6218,CB
2,1,5,366.0,4137.82,60.0,0.6085,BB
1,1,1,1200.0,8400.0,260.0,0.441,EB
1,1,2,2400.0,5172.0,60.0,0.41200000000000003,EB
1,1,5,114.0,1463.58,2.3,0.5577,DB
1,1,2,24.0,2434.68,2.3,0.6236,CB
1,1,3,62.0,1060.0,2.3,0.898,DB
1,1,2,21.0,600.0,2.3,0.9056,DB
2,2,4,782.0,4959.38,60.0,0.4957,EB
1,1,3,37.0,600.0,2.3,0.8952,DB
1,1,1,984.0,5923.68,60.0,0.446,EB
1,1,2,26.0,381.21,2.3,0.8992,DB
1,1,1,24.0,273.51,2.3,0.8903,DB
1,1,2,96.0,837.12,2.3,0.3206,EA
1,1,2,240.0,2155.2,2.3,0.3418,EB
3,5,15,1704.0,17628.6,260.0,0.6958,AA
1,1,1,1008.0,9273.6,260.0,0.7444,AB
1,1,2,150.0,1655.0,2.3,0.6827,CB
2,3,6,440.0,5353.62,60.0,0.5996,AA
1,1,2,17000.0,4590.0,60.0,0.4144,EB
1,1,1,108.0,751.68,2.3,0.5256,DB
1,1,1,312.0,1878.24,2.3,0.4549,EB
2,2,3,360.0,1808.28,2.3,0.5699,CB
1,1,1,6.0,30.36,2.3,0.5543,DB
1,1,2,1008.0,6269.76,60.0,0.5488,AB
1,1,1,11412.0,36651.54,1280.0,0.1425,FB
1,1,1,60.0,540.0,2.3,0.8776,DB
1,2,2,8256.0,26515.52,1280.0,0.096,FB
2,4,6,187.0,1519.53,2.3,0.5764,CA
2,2,3,420.0,2343.72,2.3,0.5434,CB
1,1,8,162.0,1662.78,2.3,0.2561,FB
1,1,1,12.0,600.0,2.3,0.9119,DB
1,1,1,240.0,1444.8,2.3,0.4546,EA
1,2,2,184.0,1814.0,2.3,0.6616,CB
2,2,3,116.0,4204.84,60.0,0.4765,EB
1,1,1,80.0,1736.0,2.3,0.55,CB
1,1,1,50.0,459.0,2.3,0.6535,DB
4,3,5,6.0,40.06,2.3,0.4476,EA
1,3,5,1140.0,9451.2,260.0,0.5489,AB
1,3,4,804.0,7420.8,260.0,0.5416,AB
2,2,9,156.0,1508.64,2.3,0.7596,CB
2,2,3,840.0,4140.0,60.0,0.6725,BB
1,2,3,156.0,1915.94,2.3,0.6169,CB
1,1,1,408.0,2456.16,2.3,0.4552,EB
2,2,2,4.0,43.52,2.3,0.6324,DB
1,2,4,164.0,1602.9,2.3,0.7123,CB
1,1,1,1000.0,5250.0,60.0,0.6641,AB
2,2,4,120.0,2352.8,2.3,0.6135,CB
2,2,2,3108.0,8462.76,260.0,0.4201,EB
1,1,1,2016.0,5201.28,60.0,0.4337,EB
2,2,2,220.0,990.0,2.3,0.6725,DB
1,1,2,104.0,1612.64,2.3,0.6492,CB
2,2,3,990.0,5355.0,60.0,0.6859999999999999,AB
2,2,3,276.0,1532.88,2.3,0.5776,CB
1,1,1,216.0,1300.32,2.3,0.4544,EA
1,1,2,1920.0,4108.8,60.0,0.405,EB
1,1,2,5040.0,10810.8,260.0,0.3969,EB
1,1,6,220.0,4574.82,60.0,0.6586,BB
2,4,11,732.0,10700.52,260.0,0.5802,AA
1,1,2,126400.0,11264.0,260.0,0.4648,EB
2,1,7,744.0,8959.68,260.0,0.5871,AB
1,1,1,204.0,1962.48,2.3,0.465,EB
1,1,1,480.0,7041.6,260.0,0.3085,EB
1,1,3,117.0,2510.71,2.3,0.6028,BB
2,4,7,550.0,6058.62,60.0,0.6009,AA
3,4,7,2748.0,7510.68,260.0,0.4182,EB
1,1,1,600.0,3612.0,60.0,0.4395,EB
1,1,2,600.0,3872.4,60.0,0.5093,BB
2,3,6,242.0,2082.14,2.3,0.6584,CA
1,1,4,172.0,2010.64,2.3,0.6063,CB
1,6,17,1236.0,6488.64,60.0,0.4119,EB
2,4,11,1122.0,3653.7,60.0,0.5705,BA
1,1,3,144.0,1342.8,2.3,0.5591,DB
1,1,1,408.0,2019.6,2.3,0.5518,CB
1,4,8,222.0,3996.8,60.0,0.6559,BB
2,8,14,156.0,1536.96,2.3,0.6173,CA
1,1,2,888.0,1951.92,2.3,0.4221,EB
1,1,1,984.0,5923.68,60.0,0.446,EB
1,1,1,24.0,621.6,2.3,0.7503,DB
1,1,1,360.0,1796.4,2.3,0.6759,CB
2,2,2,18.0,207.6,2.3,0.6253,DB
1,1,1,3000.0,7710.0,260.0,0.4094,EB
5,7,26,249.0,5362.12,60.0,0.6903,AA
2,1,20,2054.0,8152.56,260.0,-1.6289,FB
2,2,3,1010.0,5445.0,60.0,0.688,AB
1,5,9,1920.0,12495.0,260.0,0.6385,AB
1,1,2,77.0,1748.28,2.3,0.5804,CB
1,1,3,16.0,2062.64,2.3,0.5872,CB
1,1,1,600.0,3612.0,60.0,0.4395,EB
2,2,7,42.0,656.64,2.3,0.7958,DB
1,5,11,264.0,1703.04,2.3,0.3758,EB
2,2,10,297.0,6774.92,260.0,0.5966,AB
1,1,2,16.0,1916.48,2.3,0.7326,CB
1,3,5,248.0,3202.52,60.0,0.594,BB
1,2,3,70.0,1708.48,2.3,0.6489,CB
1,2,4,167.0,2260.02,2.3,0.6227,CB
2,8,14,156.0,1536.96,2.3,0.6173,CA
1,1,1,12.0,600.0,2.3,0.9119,DB
1,1,3,216.0,2041.92,2.3,0.6799,CB
1,1,1,600.0,3612.0,60.0,0.4395,EB
1,3,7,504.0,4929.42,60.0,0.5134,BB
2,2,4,572.0,7042.48,260.0,0.6111,AB
1,1,1,60.0,538.8,2.3,0.3958,EA
1,1,1,2600.0,11700.0,260.0,0.5992,AB
1,2,5,300.0,3034.68,60.0,0.435,EB
1,1,1,12.0,279.21,2.3,0.9086,DB
2,2,5,144.0,2013.4,2.3,0.6753,CB
1,1,1,180.0,4536.0,60.0,0.5226,BB
2,2,3,444.0,2526.0,2.3,0.6176,BB
2,3,5,376.0,3958.36,60.0,0.5797,BA
1,1,1,408.0,2456.16,2.3,0.4552,EB
2,4,9,1124.0,11237.46,260.0,0.6412,AA
3,8,20,1788.0,15496.8,260.0,0.3555,EB
1,1,4,112.0,7455.72,260.0,0.544,AB
5,4,6,2084.0,5237.16,60.0,0.4592,EB
1,1,1,300.0,2754.0,60.0,0.6364,BB
1,1,1,62.0,2163.8,2.3,0.6638,CB
1,1,1,240.0,5976.0,60.0,0.5202,AB
2,1,2,103.0,3065.0,60.0,0.5935,BB
1,1,2,2800.0,55988.0,1280.0,0.4342,EB
3,3,5,24.0,366.65,2.3,0.7222,DA
1,1,1,600.0,3612.0,60.0,0.4395,EB
2,7,10,49.0,528.2,2.3,0.6607,DA
1,1,2,252.0,1632.6,2.3,0.563,CB
2,2,3,1152.0,3463.92,60.0,0.4141,EB
2,2,3,1440.0,4734.0,60.0,0.4402,EB
3,3,4,5280.0,13992.0,260.0,0.4894,EB
1,1,2,20.0,600.0,2.3,0.9067,DB
1,1,1,600.0,4554.0,60.0,0.6515,BB
2,1,4,494.0,3894.5,60.0,0.596,BB
1,1,1,3000.0,7710.0,260.0,0.4093,EB
1,1,1,250.0,2025.0,2.3,0.6266,CB
1,1,1,216.0,1300.32,2.3,0.4544,EA
1,1,1,852.0,5938.44,60.0,0.5194,AB
1,3,9,318.0,4105.72,60.0,0.6401,BB
1,1,1,500.0,2545.0,2.3,0.6644,BB
1,3,9,514.0,5763.32,60.0,0.6373,AB
1,1,2,600.0,1232.4,2.3,0.4119,EA
6,6,9,810.0,1555.86,2.3,0.6074,CA
2,5,8,350.0,2920.44,60.0,0.6197,BA
2,2,4,4.0,25.78,2.3,-0.0497,FA
1,4,7,188.0,4032.46,60.0,0.6128,BB
1,2,9,310.0,8105.7,260.0,0.6102,AB
1,1,1,504.0,3034.08,60.0,0.4364,EB
1,2,6,370.0,4245.8,60.0,0.6466,BB
2,7,14,150.0,1515.6,2.3,0.6178,CA
1,1,2,24.0,404.01,2.3,0.9025,DB
2,4,11,1372.0,14857.72,260.0,0.6267,AA
1,3,3,184.0,1559.0,2.3,0.7226,CB
1,1,2,60.0,900.0,2.3,0.8944,DB
1,1,2,60.0,900.0,2.3,0.8944,DB
1,2,10,640.0,10077.14,260.0,0.6232,AB
1,1,2,216.0,2155.68,2.3,0.5132,CB
2,2,4,122.0,1748.02,2.3,0.5559,CB
1,1,1,504.0,3034.08,60.0,0.4364,EB
1,1,1,120.0,1197.6,2.3,0.4583,EA
1,1,2,4128.0,8194.08,260.0,0.377,EB
1,1,3,450.0,5040.0,60.0,0.0903,FB
4,10,31,4768.0,46695.2,1280.0,0.4333,EB
1,2,2,1848.0,34875.6,1280.0,0.3015,EB
2,2,2,60.0,490.44,2.3,0.5358,DB
2,1,7,332.0,3023.56,60.0,0.6179,BB
1,1,1,252.0,1509.48,2.3,0.7295,CB
2,1,7,796.0,5512.5,60.0,0.5755,AB
2,2,2,2.0,25.46,2.3,0.379,EA
1,1,1,984.0,5923.68,60.0,0.446,EB
1,2,2,596.0,12541.0,260.0,0.4872,EB
1,1,1,120.0,2808.0,60.0,0.4796,EB
1,1,1,250.0,1872.5,2.3,0.5962,CB
3,5,12,3060.0,31255.2,1280.0,0.3501,EB
4,5,6,9.0,86.3,2.3,0.5895,DA
1,1,1,1008.0,4767.84,60.0,0.3569,EB
1,1,1,2496.0,11806.08,260.0,0.3474,EB
1,1,1,2016.0,9535.68,260.0,0.3422,EB
1,2,2,40.0,1658.32,2.3,0.5669,CB
1,2,2,1404.0,12519.36,260.0,0.5836,AB
1,1,1,300.0,3153.0,60.0,0.38299999999999995,EB
1,3,8,200.0,15462.04,260.0,0.5337,AB
1,1,1,200.0,1798.0,2.3,0.6498,CB
1,1,3,33.0,4907.18,60.0,0.6321,BB
1,1,1,36.0,1080.0,2.3,0.8332,DB
1,2,2,30.0,660.0,2.3,0.8812,DB
1,2,4,58.0,1300.0,2.3,0.8694,DB
1,2,3,17.0,550.0,2.3,0.8868,DB
1,2,3,24.0,600.0,2.3,0.8815,DB
1,5,9,149.0,1752.57,2.3,0.6215,CB
1,1,2,264.0,1535.28,2.3,0.5935,CB
1,1,2,720.0,1898.4,2.3,0.5038,CB
1,2,5,332.0,2908.12,60.0,0.5463,BB
1,2,4,32.0,640.0,2.3,0.879,DB
1,2,4,32.0,640.0,2.3,0.879,DB
1,2,3,36.0,960.0,2.3,0.892,DB
1,1,2,840.0,2254.8,2.3,0.5061,CB
1,2,4,21.0,500.0,2.3,0.8573,DB
1,2,3,20.0,444.81,2.3,0.8781,DB
2,2,2,340.0,3248.4,60.0,0.5561,BB
2,2,5,26.0,1204.46,2.3,0.6698,DB
1,2,3,85.0,2250.0,2.3,0.8673,CB
1,2,4,55.0,1250.0,2.3,0.8683,DB
1,1,3,56.0,5632.96,60.0,0.5301,AB
1,2,4,70.0,1700.0,2.3,0.8794,CB
1,2,6,152.0,2019.54,2.3,0.6975,CB
1,1,1,348.0,1722.6,2.3,0.5517,CB
1,2,4,130.0,3200.0,60.0,0.8675,BB
1,1,5,358.0,4298.22,60.0,0.6212,BB
1,1,1,408.0,2794.8,60.0,0.5072,BB
1,2,4,410.0,2841.54,60.0,0.5518,BB
1,1,1,10.0,79.9,2.3,0.0294,FA
1,1,6,123.0,1866.04,2.3,0.6132,CB
1,2,2,160.0,1603.8,2.3,0.639,CB
1,2,5,648.0,7726.52,260.0,0.5644,AB
1,1,1,40.0,300.0,2.3,0.4391,EA
2,1,3,132.0,1531.08,2.3,0.6379,CB
1,2,4,484.0,2498.48,2.3,0.5067,CB
1,2,4,1488.0,10321.08,260.0,0.5482,AB
1,1,3,52.0,920.0,2.3,0.8986,DB
1,3,4,76.0,1553.76,2.3,0.6438,CB
1,1,2,48.0,720.0,2.3,0.8938,DB
1,2,5,3052.0,21022.12,1280.0,0.5093,AB
1,1,1,600.0,1560.0,2.3,0.44799999999999995,EB
1,1,1,288.0,1696.32,2.3,0.623,CB
1,1,4,704.0,5258.76,60.0,0.1695,FB
1,1,1,16.0,1612.32,2.3,0.5717,CB
2,12,22,1980.0,11384.28,260.0,0.4061,EB
1,2,4,456.0,6920.16,260.0,0.6062,AB
1,1,1,16.0,1512.96,2.3,0.6705,CB
1,1,2,14880.0,31977.6,1280.0,0.3792,EB
1,1,1,120.0,1344.0,2.3,0.7147,DB
1,1,1,1.0,27.9,2.3,0.4746,EA
1,2,3,134.0,1172.44,2.3,0.6462,DB
2,2,6,362.0,3048.84,60.0,0.5785,BB
2,2,2,530.0,5213.0,60.0,0.3835,EB
1,1,4,744.0,5682.0,60.0,0.1826,FB
1,1,1,48.0,360.0,2.3,0.4404,EA
1,1,1,120.0,873.6,2.3,0.4274,EA
1,1,1,120.0,900.0,2.3,0.4442,EA
1,1,1,24.0,232.56,2.3,0.3351,EA
3,8,17,57.0,817.1,2.3,0.7122,DA
2,2,2,1700.0,20767.0,1280.0,0.6485,AB
1,3,7,120.0,2854.2,60.0,0.6098,BB
1,1,2,236.0,1506.12,2.3,0.5847,CB
1,1,2,360.0,1979.28,2.3,0.5919,CB
1,2,2,120.0,1315.44,2.3,0.7715,DB
1,1,1,180.0,882.0,2.3,0.5613,DB
1,3,5,520.0,3922.7,60.0,0.6765,BB
1,1,1,200.0,2512.0,2.3,0.6586,BB
2,3,9,436.0,4276.24,60.0,0.5674,BA
1,2,2,13.0,170.87,2.3,0.8185,DB
1,1,1,120.0,1138.8,2.3,0.5703,DB
2,2,2,28.0,346.2,2.3,0.7314,DB
2,2,8,216.0,2977.36,60.0,0.6147,BB
1,1,1,120.0,1198.8,2.3,0.5918,DB
1,1,1,400.0,1596.0,2.3,0.5392,CB
2,2,3,1104.0,7389.36,260.0,0.5374,AB
1,2,2,204.0,1578.48,2.3,0.563,CB
2,2,12,283.0,4549.51,60.0,0.6133,BB
1,1,3,7000.0,1680.0,2.3,0.3642,EB
1,7,11,1002.0,2682.9,60.0,0.5755,BB
1,2,6,1306.0,8472.28,260.0,0.5005,AB
1,1,3,144.0,1919.12,2.3,0.6411,CB
1,1,3,158.0,1902.32,2.3,0.6357,CB
2,2,2,1312.0,5033.52,60.0,0.5901,AB
1,1,2,36.0,480.0,2.3,0.8891,DB
1,2,5,354.0,1985.16,2.3,0.5931,CB
1,1,2,64.0,6103.2,60.0,0.6054,AB
1,1,1,10008.0,47337.84,1280.0,0.2788,FB
1,2,2,136.0,3261.56,60.0,0.6793,BB
2,3,9,1368.0,7844.04,260.0,0.3998,EB
2,2,3,72.0,561.36,2.3,0.7697,DB
1,3,5,75.0,2288.2,2.3,0.66,CB
1,1,2,192.0,1672.32,2.3,0.5233,CB
1,1,1,180.0,1580.4,2.3,0.6144,CB
1,3,9,490.0,10266.86,260.0,0.5971,AB
1,1,3,168.0,1516.44,2.3,0.4933,EB
1,1,1,1008.0,9979.2,260.0,0.5211,AB
1,1,1,228.0,1673.52,2.3,0.5587,CB
1,6,11,420.0,3954.36,60.0,0.4464,EB
2,3,6,124.0,2428.06,2.3,0.6162,CA
1,1,1,720.0,1857.6,2.3,0.6686,CB
1,7,14,1298.0,3334.24,60.0,0.5478,BB
1,1,1,480.0,1857.6,2.3,0.5252,CB
2,3,4,624.0,3528.0,60.0,0.5446,BB
2,2,4,260.0,4178.04,60.0,0.5678,BB
2,2,2,3.0,31.53,2.3,0.6299,DB
1,4,10,610.0,6274.63,60.0,0.6183,AB
1,1,2,204.0,2511.64,2.3,0.6498,BB
1,1,2,1400.0,7132.0,260.0,0.6331,AB
1,2,7,48480.0,100474.8,1280.0,0.3213,EB
1,1,4,648.0,5865.72,60.0,0.6371,AB
1,1,4,458.0,5233.82,60.0,0.6324,AB
1,1,2,816.0,7987.2,260.0,0.47600000000000003,EB
1,1,5,208.0,2440.06,2.3,0.6367,CB
1,1,1,600.0,1542.0,2.3,0.4416,EB
1,1,1,600.0,1542.0,2.3,0.4416,EB
1,10,22,770.0,2844.46,60.0,0.555,BB
1,2,4,96.0,1791.72,2.3,0.5915,CB
2,2,2,3280.0,10359.6,260.0,0.4982,EB
2,2,3,110.0,1539.14,2.3,0.6291,CB
1,1,2,200.0,1789.0,2.3,0.6264,CB
2,2,7,360.0,4135.32,60.0,0.6296,BB
1,1,1,888.0,1518.48,2.3,0.38299999999999995,EB
1,1,1,1008.0,1723.68,2.3,0.3832,EB
2,2,2,564.0,5029.2,60.0,0.6494,AB
2,2,3,3588.0,7707.0,260.0,0.385,EB
2,2,3,204.0,1561.44,2.3,0.55,CB
1,1,1,150.0,2268.0,2.3,0.722,CB
1,1,2,8400.0,15808.8,260.0,0.384,EB
1,1,5,504.0,5962.92,60.0,0.5516,AB
2,2,2,240.0,1569.84,2.3,0.7266,CB
1,1,1,500.0,4155.0,60.0,0.6082,BB
1,3,3,216.0,1278.0,2.3,0.3358,EA
1,1,1,408.0,2035.92,2.3,0.5479999999999999,CB
1,1,1,4860.0,15608.7,260.0,0.1766,FB
1,1,1,1200.0,8400.0,260.0,0.441,EB
1,1,5,348.0,4897.44,60.0,0.5569,BB
3,3,5,24.0,366.65,2.3,0.7168,DA
1,1,1,350.0,1575.0,2.3,0.6263,CB
2,1,5,60.0,1725.16,2.3,0.6168,CB
1,1,1,600.0,1560.0,2.3,0.44799999999999995,EB
2,6,13,432.0,3888.84,60.0,0.569,BA
1,1,4,92.0,1651.88,2.3,0.6147,CB
2,4,5,252.0,2060.64,2.3,0.4823,EB
1,2,4,528.0,4086.6,60.0,0.5679,BB
1,1,1,192.0,2044.8,2.3,0.5245,CB
1,4,10,2716.0,39502.8,1280.0,0.6063,AB
2,2,4,1120.0,9070.12,260.0,0.5248,AB
1,1,2,3600.0,23940.0,1280.0,0.6712,AB
1,3,4,784.0,9290.6,260.0,0.5928,AB
1,12,33,1436.0,4623.64,60.0,0.5579,BB
1,2,4,234.0,2133.18,2.3,0.5762,CB
1,1,2,8.0,1055.8,2.3,0.608,DB
2,1,4,140.0,1712.92,2.3,0.5881,CB
1,2,5,360.0,3114.12,60.0,0.4793,EB
1,2,4,252.0,1683.96,2.3,0.3596,EB
2,2,6,420.0,3371.72,60.0,0.5531,BB
1,1,1,33.0,1517.67,2.3,0.4424,EB
2,2,5,378.0,3267.6,60.0,0.5512,BB
2,1,5,164.0,2577.6,2.3,0.6412,BB
1,3,4,556.0,4262.4,60.0,0.6046,BB
2,2,3,7.0,454.94,2.3,0.6711,DB
1,2,4,92.0,1700.0,2.3,0.8619,CB
1,1,2,1200.0,2258.4,2.3,0.4246,EB
2,2,7,1736.0,12142.68,260.0,0.552,AB
1,1,1,200.0,2512.0,2.3,0.6317,BB
3,9,14,59.0,440.43,2.3,0.7132,DA
1,1,1,480.0,6369.6,60.0,0.4546,EB
2,3,5,162.0,1541.84,2.3,0.5855,CA
1,1,1,252.0,1519.56,2.3,0.5795,CB
1,2,2,27.0,620.46,2.3,0.8358,DB
1,1,1,24.0,453.6,2.3,0.7875,DB
1,1,1,60.0,1134.0,2.3,0.7905,DB
1,1,1,120.0,598.8,2.3,0.6289,DB
1,1,1,2400.0,10800.0,260.0,0.4847,EB
1,12,32,1430.0,4568.8,60.0,0.5586,BB
1,2,3,230.0,2287.7,2.3,0.5671,CB
1,1,1,156.0,1652.04,2.3,0.5216,CB
2,9,14,39.0,335.02,2.3,0.6951,DA
2,5,6,29.0,289.44,2.3,0.6811,DA
1,1,3,720.0,4896.0,60.0,0.5048,BB
2,1,8,2016.0,26620.52,1280.0,0.513,AB
1,1,1,8.0,1539.2,2.3,0.7442,CB
2,2,3,1680.0,21129.6,1280.0,0.2844,FB
2,2,10,594.0,8676.92,260.0,0.5949,AB
2,1,2,40.0,2554.4,2.3,0.6383,BB
3,8,11,33.0,401.79,2.3,0.7427,DA
1,1,1,312.0,1553.76,2.3,0.5043,CB
3,5,14,492.0,3811.8,60.0,0.5203,BA
2,2,6,2640.0,28800.0,1280.0,0.5929,AB
3,3,5,224.0,1504.56,2.3,0.6098,CA
1,1,2,700.0,6365.0,60.0,0.6098,AB
2,3,4,6564.0,15249.48,260.0,0.431,EB
2,2,2,288.0,1518.0,2.3,0.5747,CB
1,1,1,3000.0,13500.0,260.0,0.6085,AB
2,2,2,2.0,23.21,2.3,-0.1784,FA
1,2,3,184.0,1849.2,2.3,0.6062,CB
4,8,13,42.0,418.58,2.3,0.7316,DA
1,4,12,271.0,2857.89,60.0,0.573,BB
1,1,1,360.0,6904.8,260.0,0.3198,EB
2,3,3,248.0,1719.52,2.3,0.6395,CB
3,9,20,1920.0,14825.76,260.0,0.5692,AA
1,1,1,2.0,33.28,2.3,0.6166,DB
1,3,5,2448.0,5387.4,60.0,0.5757,AB
1,2,4,19.0,1389.95,2.3,0.6031,DB
1,1,1,1680.0,2872.8,60.0,0.3981,EB
1,2,3,112.0,1560.88,2.3,0.5694,CB
2,1,7,362.0,5530.3,60.0,0.5998,AB
2,2,7,180.0,2857.6,60.0,0.6334,BB
1,1,3,36.0,6731.64,260.0,0.5367,AB
1,1,1,360.0,2458.8,2.3,0.5272,CB
1,1,6,213.0,3239.81,60.0,0.6139,BB
1,2,3,134.0,2193.84,2.3,0.684,CB
1,1,3,1056.0,7451.16,260.0,0.5576,AB
1,3,3,84.0,2432.04,2.3,0.5985,CB
1,2,3,176.0,2005.88,2.3,0.6092,CB
1,1,2,70.0,1670.0,2.3,0.6341,CB
2,2,8,54.0,403.16,2.3,0.7286,DB
1,1,5,380.0,3353.12,60.0,0.5815,BB
4,4,7,486.0,6886.02,260.0,0.6022,AA
