N_LINHA,N_CATEGORIA,N_PRODUTO,QTD_ITEM,V_VENDA,V_CUSTO_VENDA,V_PERC_MARGEM_T,CLASSIFICACAO
1,5,7,1260.0,9080.4,260.0,0.5692,AB
1,1,1,48.0,960.0,2.3,0.9008,DB
2,2,3,480.0,3190.8,60.0,0.5519,BB
2,4,6,163.0,2674.3,2.3,0.6528,BA
1,4,5,196.0,1505.92,2.3,0.6389,CB
2,2,2,740.0,3008.2,60.0,0.6047,BB
2,3,5,246.0,1596.2,2.3,0.5675,CA
2,2,5,253.0,3797.0,60.0,0.6153,BB
1,2,4,15.0,303.51,2.3,0.6383,DB
1,1,1,40.0,1887.6,2.3,0.6853,CB
2,1,3,182.0,2117.2,2.3,0.6095,CB
2,4,8,31.0,501.22,2.3,0.7504,DA
1,1,2,132.0,1701.36,2.3,0.6073,CB
2,2,3,18.0,219.0,2.3,0.7773,DB
1,1,1,720.0,7005.6,260.0,0.3303,EB
2,6,10,648.0,5487.72,60.0,0.2379,FB
2,1,6,228.0,4265.76,60.0,0.6432,BB
1,1,4,11921.0,76311.31,1280.0,0.2016,FB
1,1,1,996.0,6474.0,60.0,0.3246,EB
1,2,4,210.0,2274.5,2.3,0.7294,CB
1,1,1,240.0,1639.2,2.3,0.5217,CB
1,1,3,720.0,3866.4,60.0,0.6679999999999999,BB
1,2,3,3.0,15.88,2.3,-0.3678,FA
2,2,5,219.0,1637.6,2.3,0.6155,CB
2,2,3,372.0,3308.04,60.0,0.6149,BB
2,2,6,344.0,3882.48,60.0,0.6148,BB
2,6,10,108.0,1031.7,2.3,0.4844,EA
1,1,3,52.0,3706.08,60.0,0.631,BB
1,1,2,976.0,5162.96,60.0,0.5491,AB
2,3,3,1028.0,5465.8,60.0,0.5675,AB
1,1,1,126.0,1441.44,2.3,0.6171,DB
1,10,18,168.0,1149.78,2.3,0.6057,DB
1,2,4,156.0,1901.08,2.3,0.6841,CB
1,2,3,118.0,2444.1,2.3,0.5626,CB
4,6,11,516.0,4344.84,60.0,0.601,BA
1,1,1,4.0,1517.96,2.3,0.7634,CB
3,5,9,4992.0,44125.08,1280.0,0.4014,EB
3,4,14,182.0,1563.04,2.3,0.51,CA
2,2,2,228.0,1502.52,2.3,0.5217,CB
2,1,4,182.0,1933.9,2.3,0.6019,CB
1,1,1,240.0,2090.4,2.3,0.3804,EB
2,2,6,260.0,2373.64,2.3,0.6358,CB
2,2,4,450.0,2988.6,60.0,0.5713,BB
3,3,3,828.0,3569.16,60.0,0.593,BB
2,2,3,576.0,4996.8,60.0,0.5986,BB
1,1,1,1512.0,2706.48,60.0,0.3894,EB
1,1,1,5040.0,12952.8,260.0,0.4065,EB
1,1,2,720.0,1612.8,2.3,0.447,EB
1,1,1,150.0,1777.5,2.3,0.605,CB
1,1,2,1992.0,4628.4,60.0,0.4116,EB
1,1,1,3000.0,13500.0,260.0,0.579,AB
1,1,6,300.0,2734.76,60.0,0.5662,BB
2,1,2,200.0,2017.6,2.3,0.6053,CB
1,1,3,112.0,1588.96,2.3,0.632,CB
1,1,1,600.0,1542.0,2.3,0.4251,EB
1,1,2,4008.0,7720.56,260.0,0.3646,EB
1,1,2,648.0,1544.4,2.3,0.452,EB
4,4,25,143.0,2771.09,60.0,0.7711,BA
1,1,1,600.0,5322.0,60.0,0.6636,AB
1,1,1,336.0,1646.4,2.3,0.5542,CB
2,2,3,808.0,6489.72,60.0,0.6051,AB
2,7,12,300.0,1551.72,2.3,0.5549,CA
1,1,1,408.0,1207.68,2.3,0.5002,DB
1,3,4,138.0,1556.22,2.3,0.6719,CB
1,5,15,264.0,1840.56,2.3,0.4014,EB
3,5,10,258.0,2487.6,2.3,0.7266,CA
1,1,3,1200.0,4641.6,60.0,-0.0876,FB
2,2,4,1760.0,6020.4,60.0,0.5304,AB
5,5,15,1908.0,12068.76,260.0,0.5578,AA
1,1,2,1584.0,7857.36,260.0,0.2388,FB
3,11,38,468.0,4580.64,60.0,0.5654,BA
3,2,5,1692.0,11248.08,260.0,0.4729,EB
1,1,1,1400.0,6300.0,60.0,0.6111,AB
1,1,4,337.0,9388.82,260.0,0.6443,AB
1,1,2,23.0,1725.07,2.3,0.6198,CB
2,2,6,216.0,3518.0,60.0,0.6276,BB
1,1,1,1008.0,3013.92,60.0,0.4872,EB
1,1,1,12.0,59.88,2.3,0.5227,DB
1,1,1,324.0,2779.92,60.0,0.7341,BB
1,1,1,200.0,2608.0,2.3,0.6876,BB
3,3,3,1788.0,1641.36,2.3,0.594,CB
2,2,4,2118.0,13624.44,260.0,-0.0065,FB
1,1,1,12.0,395.88,2.3,0.66,DB
1,1,1,12.0,394.8,2.3,0.659,DB
2,5,11,2100.0,11792.4,260.0,0.5773,AA
1,2,3,36.0,1557.96,2.3,0.6675,CB
1,1,1,12.0,395.88,2.3,0.66,DB
1,1,1,12.0,395.88,2.3,0.66,DB
1,1,1,14.0,460.6,2.3,0.6599,DB
1,1,1,288.0,2007.36,2.3,0.5316,CB
2,3,9,119.0,1545.67,2.3,0.6609,CA
1,3,4,160.0,2254.68,2.3,0.6102,CB
1,1,1,156.0,1638.0,2.3,0.6689,CB
1,1,2,282.0,2061.78,2.3,0.6957,CB
1,1,1,120.0,236.4,2.3,0.5141,DB
1,1,1,1752.0,8654.88,260.0,0.3115,EB
1,1,1,1008.0,5332.32,60.0,0.4452,EB
2,2,2,360.0,1551.6,2.3,0.5901,CB
1,3,4,120.0,905.64,2.3,0.3633,EA
2,2,4,2016.0,8467.2,260.0,0.5015,AB
1,1,1,144.0,1764.0,2.3,0.5909,CB
1,1,2,660.0,3723.12,60.0,0.7075,BB
2,2,3,420.0,5894.76,60.0,0.5583,AB
1,2,4,222.0,2024.56,2.3,0.6071,CB
2,9,20,234.0,1923.9,2.3,0.6693,CA
2,3,9,356.0,4572.6,60.0,0.6405,BA
2,2,3,3408.0,19131.12,260.0,0.552,AB
2,2,2,3816.0,8199.36,260.0,0.4754,EB
1,1,1,25.0,272.5,2.3,0.6048,DB
1,1,1,204.0,1762.56,2.3,0.6217,CB
1,1,1,300.0,2049.0,2.3,0.522,CB
3,4,6,810.0,4719.9,60.0,0.5708,BA
1,2,2,19.0,561.77,2.3,0.6866,DB
2,2,4,3408.0,17798.4,260.0,0.5498,AB
1,1,1,20.0,4228.0,60.0,0.5621,BB
1,2,2,158.0,1529.94,2.3,0.813,CB
1,1,3,108.0,1844.56,2.3,0.6581,CB
1,1,2,200.0,2030.0,2.3,0.6462,CB
1,1,4,334.0,7894.68,260.0,0.6065,AB
1,1,4,276.0,2113.68,2.3,0.5911,CB
1,3,3,474.0,4585.38,60.0,0.645,BB
1,1,2,4000.0,1520.0,2.3,0.5263,CB
1,1,1,1752.0,9565.92,260.0,0.3018,EB
1,5,10,170.0,1528.44,2.3,0.6624,CB
2,2,3,312.0,2012.64,2.3,0.6043,CB
1,1,1,600.0,3540.0,60.0,0.6993,BB
1,1,1,300.0,2391.0,2.3,0.5547,CB
1,1,2,276.0,1779.72,2.3,0.5511,CB
1,1,1,1512.0,2585.52,2.3,0.3474,EB
1,2,3,42.0,780.0,2.3,0.8829,DB
1,1,2,52.0,1100.0,2.3,0.9022,DB
1,6,13,594.0,3213.9,60.0,0.4555,EB
1,2,4,78.0,1740.0,2.3,0.8896,CB
1,1,1,1512.0,3885.84,60.0,0.4111,EB
1,1,1,5016.0,8577.36,260.0,0.3179,EB
3,3,5,4724.0,16657.56,260.0,0.5694,AA
2,2,2,3120.0,13705.2,260.0,0.5976,AB
1,2,3,52.0,2316.76,2.3,0.585,CB
1,1,3,38.0,700.0,2.3,0.899,DB
1,2,4,32.0,640.0,2.3,0.8805,DB
1,1,3,30.0,800.0,2.3,0.9062,DB
1,2,4,78.0,1860.0,2.3,0.8988,CB
1,2,4,38.0,860.0,2.3,0.8864,DB
1,1,2,1920.0,4339.2,60.0,0.3937,EB
1,1,3,28.0,680.0,2.3,0.9044,DB
1,2,4,69.0,1970.0,2.3,0.8891,CB
1,2,4,32.0,640.0,2.3,0.8805,DB
1,1,1,996.0,8964.0,260.0,0.8495,AB
1,3,7,220.0,2637.52,2.3,0.6131,BB
1,2,3,30.0,600.0,2.3,0.8645,DB
1,2,4,114.0,2700.0,60.0,0.8702,BB
1,2,3,1013.0,4821.13,60.0,0.5164,BB
2,3,6,106.0,1857.88,2.3,0.5931,CA
3,2,5,2130.0,13797.0,260.0,0.4904,EB
1,1,3,108.0,698.76,2.3,0.4619,EA
1,2,2,51.0,1036.5,2.3,0.5625,DB
2,3,8,174.0,3180.26,60.0,0.5992,BA
2,2,3,196.0,1748.26,2.3,0.5481,CB
1,1,5,209.0,9376.25,260.0,0.627,AB
1,1,1,200.0,1798.0,2.3,0.6048,CB
4,5,14,3171.0,46700.47,1280.0,0.6001,AA
1,5,12,1140.0,6862.92,260.0,0.382,EB
1,2,4,510.0,4400.02,60.0,0.6038,BB
1,2,3,33.0,526.06,2.3,0.5633,DB
1,1,1,150.0,1185.0,2.3,0.6448,DB
2,3,4,636.0,5955.0,60.0,0.1924,FB
2,2,4,492.0,2736.24,60.0,0.5456,BB
1,1,4,370.0,4444.24,60.0,0.6156,BB
1,1,1,7000.0,31500.0,1280.0,0.58,AB
1,1,1,36.0,786.96,2.3,0.5549,DB
1,2,5,320.0,3674.88,60.0,0.4989,EB
1,1,2,87500.0,25375.0,1280.0,0.5008,AB
1,2,2,372.0,2871.72,60.0,0.7983,BB
4,10,19,716.0,6807.72,260.0,0.5251,AA
1,1,1,150.0,1645.5,2.3,0.6134,CB
1,1,1,16.0,1694.24,2.3,0.7268,CB
1,1,3,244.0,1531.4,2.3,0.5832,CB
1,2,2,504.0,3315.0,60.0,0.5505,BB
1,1,2,486.0,8524.14,260.0,0.4335,EB
1,1,1,10400.0,3016.0,60.0,0.5118,BB
1,1,4,2880.0,19752.0,260.0,0.5566,AB
1,2,3,178.0,1955.26,2.3,0.5715,CB
1,1,2,328.0,3906.8,60.0,0.6087,BB
2,2,5,348.0,2566.2,2.3,0.5807,BB
1,1,1,16000.0,3200.0,60.0,0.3022,EB
1,1,1,25000.0,6000.0,60.0,0.4242,EB
1,1,1,9.0,1574.19,2.3,0.7190000000000001,CB
1,1,1,10.0,1749.1,2.3,0.7191,CB
3,3,5,2344.0,7284.96,260.0,0.4617,EB
1,4,14,1163.0,14462.1,260.0,0.601,AB
2,2,3,636.0,4058.88,60.0,0.5554,BB
1,1,1,36.0,313.56,2.3,0.4918,EA
1,5,9,184.0,2545.98,2.3,0.6226,BB
1,1,1,4.0,256.64,2.3,0.6348,DB
2,2,4,912.0,4960.56,60.0,0.597,BB
1,2,3,128.0,2563.88,2.3,0.6977,BB
1,10,13,144.0,942.0,2.3,0.5774,DB
1,1,1,912.0,2699.52,60.0,0.4933,EB
1,1,2,1416.0,3350.64,60.0,0.4241,EB
1,1,1,276.0,1283.4,2.3,0.7607,DB
1,1,1,3000.0,5130.0,60.0,0.3065,EB
1,1,4,165000.0,34650.0,1280.0,0.3278,EB
1,2,2,43.0,2075.83,2.3,0.5115,CB
1,2,2,32.0,2176.36,2.3,0.5653,CB
3,3,8,238.0,2044.04,2.3,0.5784,CA
5,8,12,122.0,1140.49,2.3,0.5909,DA
1,2,3,66.0,950.94,2.3,0.6934,DB
2,2,2,444.0,1903.8,2.3,0.5072,CB
1,1,1,1200.0,2052.0,2.3,0.3171,EB
1,1,2,1200.0,3036.0,60.0,0.4622,EB
1,1,1,250.0,1922.5,2.3,0.568,CB
1,1,2,720.0,2467.2,2.3,0.6327,CB
4,4,7,54.0,489.2,2.3,0.5726,DA
2,2,7,502.0,4762.02,60.0,0.6318,BB
1,1,5,60.0,1616.6,2.3,0.5627,CB
4,4,21,4224.0,55949.52,1280.0,0.5552,AA
3,3,4,564.0,2411.16,2.3,0.5961,CB
1,1,2,264.0,1817.04,2.3,0.2779,FB
1,1,1,1500.0,6750.0,260.0,0.4863,EB
1,1,1,504.0,2268.0,2.3,0.5238,CB
1,1,1,1824.0,4742.4,60.0,0.4358,EB
1,4,11,247.0,5007.79,60.0,0.6074,AB
1,3,5,18.0,1273.24,2.3,0.6692,DB
1,1,3,2040.0,14280.0,260.0,0.2802,FB
1,1,1,7000.0,31500.0,1280.0,0.58,AB
1,1,3,107.0,2390.5,2.3,0.5735,CB
1,1,1,2600.0,11700.0,260.0,0.5985,AB
1,2,6,14424.0,111627.24,1280.0,0.2521,FB
1,1,1,180.0,961.2,2.3,0.2893,FA
1,2,8,1644.0,13623.48,260.0,0.2565,FB
2,4,10,936.0,12661.16,260.0,0.6227,AA
1,1,2,56.0,4258.88,60.0,0.6798,BB
1,1,2,420.0,2974.2,60.0,0.2393,FB
1,1,2,372.0,2269.08,2.3,0.278,FB
2,2,6,520.0,4062.82,60.0,0.6476,BB
1,1,2,90000.0,21600.0,1280.0,0.3662,EB
3,3,3,228.0,1543.8,2.3,0.479,EB
1,4,8,480.0,3470.04,60.0,0.3325,EB
1,1,1,744.0,3348.0,60.0,0.5069,BB
1,1,2,48.0,1920.32,2.3,0.4901,EB
1,1,1,504.0,2313.36,2.3,0.5331,CB
1,1,1,3000.0,13500.0,260.0,0.6014,AB
1,1,2,250.0,2899.0,60.0,0.6373,BB
4,6,12,824.0,6226.32,60.0,0.5396,AA
1,1,1,8508.0,38286.0,1280.0,0.4914,EB
1,1,1,504.0,1698.48,2.3,0.4861,EB
1,2,3,308.0,1984.0,2.3,0.5678,CB
1,1,1,504.0,2514.96,2.3,0.5705,BB
3,5,7,252.0,1571.58,2.3,0.6176,CA
1,14,33,12121.0,88326.16,1280.0,0.4525,EB
1,1,2,70.0,2532.9,2.3,0.5956,BB
2,2,3,320.0,2326.2,2.3,0.5946,CB
1,3,8,2784.0,26464.44,1280.0,0.49200000000000005,EB
1,1,1,48.0,3924.96,60.0,0.6064,BB
1,1,2,4512.0,9263.52,260.0,0.35200000000000004,EB
1,2,2,72.0,4214.36,60.0,0.5983,BB
1,4,9,2094.0,17676.42,260.0,0.5707,AB
1,5,6,1585.0,17861.78,260.0,0.5663,AB
2,3,5,884.0,5464.34,60.0,0.5462,AA
1,1,1,12.0,1843.8,2.3,0.6014,CB
1,1,1,39000.0,10530.0,260.0,0.4723,EB
1,2,6,3492.0,29640.0,1280.0,0.2285,FB
1,2,3,1004.0,9926.68,260.0,0.588,AB
2,2,5,3782.0,18364.8,260.0,0.5234,AB
1,1,3,410.0,7915.42,260.0,0.5971,AB
2,2,2,1508.0,5638.92,60.0,0.5817,AB
1,3,5,222.0,2586.44,2.3,0.5623,BB
1,1,6,94.0,6779.02,260.0,0.6135,AB
2,2,3,1744.0,8813.32,260.0,0.517,AB
1,1,2,107.0,2367.56,2.3,0.6074,CB
1,3,4,308.0,2613.8,2.3,0.5706,BB
1,1,1,696.0,2067.12,2.3,0.516,CB
7,7,16,131.0,1088.57,2.3,0.6316,DA
1,4,6,668.0,9921.08,260.0,0.562,AB
1,2,5,276.0,1531.14,2.3,0.4539,EB
1,1,4,208.0,2654.8,2.3,0.6089,BB
1,1,1,216.0,2393.28,2.3,0.5482,CB
1,1,3,216.0,2040.48,2.3,0.4044,EB
1,2,5,82.0,1706.88,2.3,0.68,CB
1,2,2,1860.0,8898.6,260.0,0.4827,EB
1,2,3,424.0,3979.28,60.0,0.5963,BB
1,2,4,95.0,2198.39,2.3,0.5654,CB
1,4,5,402.0,2567.52,2.3,0.4612,EB
1,2,3,212.0,1534.6,2.3,0.7290000000000001,CB
2,2,2,524.0,2885.2,60.0,0.5985,BB
2,2,3,1184.0,3468.48,60.0,0.5164,BB
1,1,3,200.0,2124.0,2.3,0.6836,CB
1,1,1,20.0,2154.59,2.3,0.7118,CB
1,1,1,1008.0,6884.64,260.0,0.4854,EB
1,1,4,32.0,2964.28,60.0,0.6534,BB
1,1,2,32.0,2354.24,2.3,0.6455,CB
1,3,5,246.0,1529.52,2.3,0.4195,EB
1,2,3,210.0,1576.06,2.3,0.5889,CB
1,1,5,140.0,5422.49,60.0,0.6901,AB
3,4,6,30.0,325.46,2.3,0.5785,DA
1,1,4,162.0,1735.56,2.3,0.47700000000000004,EB
4,8,11,135.0,1287.2,2.3,0.5829,DA
1,1,1,162.0,1796.58,2.3,0.4289,EB
1,1,1,136.0,1508.24,2.3,0.4287,EB
2,2,4,306.0,1830.42,2.3,0.303,EB
2,2,3,264.0,1583.16,2.3,0.2711,FB
1,1,1,138.0,1530.42,2.3,0.4287,EB
3,5,7,109.0,1403.48,2.3,0.5958,DA
1,1,1,300.0,1500.0,2.3,0.7776,CB
1,4,9,384.0,2079.36,2.3,0.342,EB
2,6,16,166.0,1698.8,2.3,0.638,CA
4,11,36,1270.0,8481.3,260.0,0.5024,AA
1,2,2,1020.0,2475.0,2.3,0.5123,CB
3,3,8,5880.0,22002.0,1280.0,0.4898,EB
1,2,3,288.0,2562.96,2.3,0.4792,EB
1,1,4,152.0,7334.66,260.0,0.6919,AB
1,1,1,480.0,3292.8,60.0,0.2699,FB
1,2,3,554.0,3768.5,60.0,0.5759,BB
1,2,3,160.0,1612.44,2.3,0.614,CB
1,4,4,520.0,3423.08,60.0,0.6409999999999999,BB
1,1,2,144.0,1591.92,2.3,0.5375,CB
3,3,11,456.0,6533.76,60.0,0.6629999999999999,AA
2,2,6,944.0,7936.6,260.0,0.5832,AB
1,1,1,37.0,314.5,2.3,0.4901,EA
1,1,1,360.0,694.8,2.3,0.409,EA
1,2,5,876.0,7868.16,260.0,0.2333,FB
1,1,7,89.0,7256.35,260.0,0.5984,AB
4,5,7,72.0,729.93,2.3,0.5682,DA
2,4,5,47.0,462.98,2.3,0.5588,DA
1,1,2,96.0,539.04,2.3,0.3079,EA
1,2,3,322.0,4581.86,60.0,0.5741,BB
3,4,6,42.0,406.7,2.3,0.6102,DA
4,6,8,74.0,705.85,2.3,0.573,DA
3,3,9,74.0,621.45,2.3,0.5521,DA
6,6,9,84.0,736.03,2.3,0.5529999999999999,DA
3,6,12,190.0,1681.9,2.3,0.5995,CA
5,5,12,80.0,885.56,2.3,0.6079,DA
3,4,6,47.0,401.55,2.3,0.5593,DA
3,5,9,74.0,767.71,2.3,0.5886,DA
1,1,1,204.0,1625.88,2.3,0.7238,CB
2,2,3,41.0,395.5,2.3,0.5601,DB
3,2,9,564.0,5439.6,60.0,0.5713,AB
2,5,8,56.0,657.27,2.3,0.6381,DA
4,5,9,145.0,1391.59,2.3,0.5929,DA
1,2,4,1158.0,12937.26,260.0,0.2496,FB
3,7,15,1402.0,6220.84,60.0,0.4908,EB
1,1,1,186.0,1223.88,2.3,0.3025,EA
6,6,14,96.0,867.29,2.3,0.5682,DA
1,2,4,1151.0,12889.24,260.0,0.2495,FB
1,2,5,204.0,1713.6,2.3,0.3388,EB
2,1,28,3401.0,19959.92,260.0,-0.4731,FB
5,5,8,41.0,383.05,2.3,0.5915,DA
1,1,1,270.0,4711.5,60.0,0.2154,FB
3,10,23,1080.0,6869.4,260.0,0.2105,FB
3,3,6,49.0,433.8,2.3,0.573,DA
2,4,5,882.0,2892.36,60.0,0.5466,BA
2,4,6,37.0,339.94,2.3,0.5961,DA
1,1,1,4.0,59.6,2.3,-0.1671,FA
4,6,9,49.0,483.97,2.3,0.6994,DA
1,1,1,150.0,1497.0,2.3,0.58,DB
4,6,8,30.0,303.84,2.3,0.6221,DA
3,5,8,101.0,932.32,2.3,0.5645,DA
2,3,4,34.0,345.21,2.3,0.546,DB
1,3,5,276.0,1860.0,2.3,0.4778,EB
1,1,1,120.0,906.0,2.3,0.1937,FA
2,4,7,51.0,434.2,2.3,0.5454,DA
4,5,8,72.0,604.84,2.3,0.529,DA
5,7,13,56.0,540.54,2.3,0.6463,DA
1,2,5,1716.0,21144.36,1280.0,0.2151,FB
1,3,9,180.0,1015.8,2.3,0.4014,EA
1,6,10,258.0,1154.7,2.3,0.5566,DB
1,1,1,8.0,508.48,2.3,0.6349,DB
1,2,6,864.0,8644.32,260.0,0.2407,FB
1,1,1,504.0,2756.88,60.0,0.5778,BB
1,3,6,1365.0,7926.85,260.0,0.5379,AB
1,1,1,504.0,2494.8,2.3,0.4969,EB
2,2,2,1104.0,9759.24,260.0,0.6433,AB
1,1,2,960.0,6916.8,260.0,0.6609999999999999,AB
1,1,1,456.0,2257.2,2.3,0.5565,CB
1,2,2,228.0,2301.12,2.3,0.3776,EB
1,1,3,140.0,1700.6,2.3,0.6234,CB
1,1,1,20.0,1810.6,2.3,0.657,CB
2,1,4,228.0,1663.8,2.3,0.5583,CB
1,1,1,300.0,1647.0,2.3,0.6877,CB
2,3,3,240.0,1045.8,2.3,0.5504,DB
2,1,2,320.0,2617.6,2.3,0.5967,BB
1,2,2,230.0,1538.5,2.3,0.5945,CB
1,1,1,1008.0,2590.56,2.3,0.4411,EB
4,4,8,120.0,1010.83,2.3,0.5506,DA
1,2,3,44.0,1200.0,2.3,0.8712,DB
1,1,1,480.0,820.8,2.3,0.3069,EA
1,1,1,20.0,1635.4,2.3,0.6203,CB
1,1,3,46.0,1100.0,2.3,0.9051,DB
1,1,1,12.0,600.0,2.3,0.9119,DB
1,2,4,66.0,1380.0,2.3,0.8847,DB
1,2,4,52.0,1160.0,2.3,0.8817,DB
2,2,14,85.0,1021.67,2.3,-0.2773,FA
1,2,3,365.0,2614.06,2.3,0.6312,BB
1,2,3,23.0,530.0,2.3,0.8976,DB
1,2,4,34.0,700.0,2.3,0.8801,DB
1,1,2,16.0,500.0,2.3,0.9061,DB
1,1,2,26.0,580.0,2.3,0.9014,DB
1,1,1,28.0,774.76,2.3,0.6461,DB
1,1,2,25.0,650.0,2.3,0.9045,DB
1,2,4,60.0,1200.0,2.3,0.8916,DB
1,1,1,204.0,1632.0,2.3,0.5915,CB
1,1,2,8.0,591.6,2.3,0.6445,DB
3,5,12,855.0,16864.38,260.0,0.7047,AA
1,2,3,340.0,2097.0,2.3,0.5562,CB
1,1,1,1100.0,4950.0,60.0,0.6086,BB
5,3,5,25.0,184.34,2.3,0.5804,DA
1,1,1,216.0,2155.68,2.3,0.4591,EB
2,2,3,211.0,1713.79,2.3,0.6184,CB
2,2,3,158.0,1013.88,2.3,0.6309,DB
1,2,2,1320.0,2706.0,60.0,0.3171,EB
1,1,4,150.0,1824.58,2.3,0.6681,CB
1,1,4,128.0,3086.04,60.0,0.6517,BB
3,3,3,4476.0,24657.36,1280.0,0.6292,AB
1,1,1,24.0,1536.0,2.3,0.6404,CB
1,1,1,252.0,1156.68,2.3,0.528,DB
2,3,5,14.0,173.92,2.3,-0.35600000000000004,FA
1,1,2,162.0,1840.2,2.3,0.6226,CB
1,1,3,420.0,3123.12,60.0,0.5369,BB
1,1,2,5000.0,2450.0,2.3,0.6229,CB
1,2,2,27.0,850.0,2.3,0.8451,DB
1,1,1,12.0,600.0,2.3,0.9119,DB
2,3,17,35.0,678.35,2.3,0.7776,DA
1,2,4,34.0,740.0,2.3,0.8853,DB
1,2,4,51.0,1230.0,2.3,0.8951,DB
1,2,4,35.0,850.0,2.3,0.8796,DB
1,1,1,14.0,3003.0,60.0,0.4644,EB
2,2,4,392.0,2632.48,2.3,0.5441,BB
1,1,2,300.0,2387.52,2.3,0.6809,CB
1,2,4,272.0,3516.84,60.0,0.6845,BB
1,1,2,1104.0,6574.8,60.0,0.5257,AB
1,1,1,16.0,349.76,2.3,0.5428,DB
1,1,2,158.0,1861.78,2.3,0.6336,CB
1,1,3,5.0,51.29,2.3,0.3837,EA
1,2,11,4000.0,1490.0,2.3,0.544,DB
1,1,1,120.0,1154.4,2.3,0.4787,EA
1,1,1,12.0,64.08,2.3,0.5448,DB
1,1,1,20.0,2183.4,2.3,0.5999,CB
1,1,3,40.0,4184.96,60.0,0.639,BB
1,1,1,108.0,666.36,2.3,0.7106,DB
1,6,10,282.0,1291.74,2.3,0.5751,DB
1,1,1,150.0,1125.0,2.3,0.6258,DB
1,1,1,600.0,5394.0,60.0,0.6204,AB
1,1,1,60.0,450.0,2.3,0.6227,DB
1,1,1,120.0,1198.8,2.3,0.3823,EA
1,1,2,720.0,4464.0,60.0,0.262,FB
1,1,1,37.0,314.5,2.3,0.5011,DB
1,6,10,294.0,1351.5,2.3,0.573,DB
3,10,20,720.0,5974.32,60.0,0.2226,FB
1,1,1,37.0,314.5,2.3,0.5011,DB
1,1,1,37.0,314.5,2.3,0.5011,DB
1,1,1,37.0,314.5,2.3,0.5011,DB
1,1,1,37.0,314.5,2.3,0.5011,DB
4,5,6,69.0,657.15,2.3,0.5649,DA
1,1,1,60.0,510.0,2.3,0.504,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,4104.0,12312.0,260.0,-0.2411,FB
3,5,8,1740.0,6179.76,60.0,0.4651,EB
2,1,7,816.0,6827.04,260.0,0.5506,AB
1,1,2,1248.0,7667.52,260.0,0.2793,FB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
2,2,3,39.0,380.48,2.3,0.5357,DB
1,1,1,57.0,484.5,2.3,0.5037,DB
1,1,5,1284.0,12215.64,260.0,0.3477,EB
1,1,1,57.0,484.5,2.3,0.5037,DB
3,4,10,654.0,3706.14,60.0,0.5323,BA
1,1,1,228.0,1673.52,2.3,0.5549,CB
1,1,1,107.0,909.5,2.3,0.5059,DB
1,1,1,107.0,909.5,2.3,0.5059,DB
3,3,3,32.0,302.27,2.3,0.5171,DB
1,1,1,1200.0,11856.0,260.0,0.2338,FB
2,3,3,31.0,313.07,2.3,0.531,DB
2,2,2,31.0,317.46,2.3,0.5232,DB
1,1,2,80.0,7536.2,260.0,0.5924,AB
4,4,5,36.0,315.61,2.3,0.5527,DA
2,2,3,32.0,444.8,2.3,0.7073,DB
2,2,3,60.0,865.56,2.3,0.4296,EA
1,1,1,888.0,1518.48,2.3,0.3351,EB
4,5,8,50.0,475.82,2.3,0.7038,DA
2,3,4,438.0,5188.5,60.0,0.6117,AB
1,1,2,840.0,2016.0,2.3,0.4727,EB
1,2,4,32.0,640.0,2.3,0.8805,DB
1,1,1,360.0,3488.4,60.0,0.3853,EB
4,5,10,228.0,1590.48,2.3,0.655,CA
1,1,1,3600.0,10404.0,260.0,0.4788,EB
2,2,2,516.0,2145.0,2.3,0.4347,EB
1,2,6,336.0,1718.64,2.3,0.2272,FB
1,4,5,168.0,1491.36,2.3,0.4039,EA
1,1,1,1500.0,10455.0,260.0,0.5078,AB
1,2,3,32.0,760.0,2.3,0.8866,DB
1,2,2,248.0,2005.36,2.3,0.642,CB
1,1,2,610.0,2683.8,60.0,0.5513,BB
1,2,2,24.0,600.0,2.3,0.8607,DB
1,2,4,100.0,2000.0,2.3,0.89,CB
1,1,2,250.0,2079.0,2.3,0.6375,CB
1,2,2,30.0,850.0,2.3,0.8436,DB
1,1,4,148.0,3788.16,60.0,0.5608,BB
1,2,6,100.0,3303.38,60.0,0.6321,BB
1,1,1,168.0,1527.12,2.3,0.6706,CB
1,2,4,100.0,2000.0,2.3,0.89,CB
1,1,1,228.0,1673.52,2.3,0.5549,CB
1,2,3,22.0,500.0,2.3,0.8766,DB
1,1,3,38.0,550.0,2.3,0.8938,DB
1,1,1,20.0,600.0,2.3,0.8349,DB
1,1,1,120.0,656.4,2.3,0.5956,DB
1,2,5,936.0,9527.88,260.0,0.4861,EB
1,2,2,420.0,2128.2,2.3,0.5449,CB
1,1,2,96.0,309.6,2.3,0.4637,EA
1,1,2,696.0,1520.4,2.3,0.4035,EB
